customer_id,registration_date,area_name
415650,2020-02-02,Central
131496,2020-08-20,Southwest
672742,2020-08-23,77th Street
874519,2020-08-12,Foothill
912574,2020-10-08,West Valley
632000,2020-06-13,Wilshire
11022,2020-05-08,Wilshire
226804,2020-02-09,Wilshire
734983,2020-07-20,77th Street
43512,2020-04-07,Harbor
790897,2020-07-30,Central
606249,2020-12-08,Topanga
600646,2020-08-23,Southwest
359378,2020-09-26,N Hollywood
807986,2020-03-29,N Hollywood
314329,2020-01-07,West Valley
883275,2020-04-18,Rampart
649103,2020-09-05,Southwest
639305,2020-10-09,Hollywood
91826,2020-03-20,Rampart
350944,2020-05-08,Rampart
99652,2020-01-12,Devonshire
375730,2020-09-14,Van Nuys
64719,2020-04-07,Devonshire
648607,2020-05-03,Newton
627316,2020-01-31,Hollywood
787443,2020-06-07,Newton
18801,2020-06-02,Pacific
568027,2020-03-01,77th Street
240397,2020-09-15,Topanga
453549,2020-09-12,Hollenbeck
397780,2020-07-01,Newton
603682,2020-05-20,Hollywood
272365,2020-02-22,West LA
729489,2020-08-30,Southwest
273917,2020-08-13,Mission
175830,2020-02-26,Olympic
776090,2020-06-15,Topanga
386613,2020-11-12,77th Street
668470,2020-10-14,Olympic
9199,2020-07-04,Foothill
321419,2020-03-10,Southeast
406678,2020-08-26,Newton
841385,2020-04-13,77th Street
588348,2020-11-27,Wilshire
981264,2020-12-07,Pacific
58941,2020-12-15,Central
350768,2020-04-03,Hollywood
330625,2020-02-04,Central
382314,2020-06-04,Newton
987287,2020-05-29,West LA
747557,2020-12-06,Hollywood
476361,2020-07-26,Devonshire
721390,2020-12-07,Devonshire
395387,2020-07-26,Rampart
663098,2020-10-31,Newton
139072,2020-03-27,Hollenbeck
390096,2020-05-30,Hollenbeck
266426,2020-03-22,Olympic
931880,2020-04-24,Rampart
655781,2020-09-29,Devonshire
863591,2020-07-23,Northeast
471366,2020-04-05,West Valley
95309,2020-02-29,Wilshire
514078,2020-11-15,Hollywood
50171,2020-01-22,Hollywood
222185,2020-05-18,Central
649077,2020-07-30,Topanga
887155,2020-11-13,Hollenbeck
305651,2020-03-06,Newton
812048,2020-06-20,77th Street
603773,2020-07-30,Hollywood
409960,2020-02-05,Harbor
637109,2020-11-09,Mission
153693,2020-12-25,Devonshire
388376,2020-11-12,Harbor
22048,2020-01-30,Southeast
141425,2020-04-24,Devonshire
950802,2020-09-23,Central
838063,2020-04-17,Wilshire
241592,2020-01-24,West Valley
727343,2020-04-19,Olympic
554243,2020-05-16,Newton
517823,2020-09-24,Van Nuys
847702,2020-09-06,West Valley
638106,2020-01-08,Harbor
815656,2020-07-06,Rampart
476757,2020-10-04,Wilshire
794646,2020-08-29,Newton
544697,2020-10-24,Newton
143027,2020-12-03,Foothill
44938,2020-05-17,Wilshire
28735,2020-08-16,Newton
555470,2020-07-24,Olympic
66571,2020-07-31,Central
381610,2020-09-18,Newton
680641,2020-01-22,Olympic
20285,2020-08-14,Rampart
906585,2020-08-03,Wilshire
403582,2020-04-11,Central
991740,2020-03-25,Harbor
691185,2020-10-15,Topanga
780873,2020-08-11,Hollywood
901621,2020-05-04,Central
669293,2020-12-24,Central
566745,2020-11-18,Wilshire
222037,2020-03-16,Foothill
285742,2020-01-05,Southwest
556381,2020-12-11,Mission
8103,2020-04-09,Newton
918977,2020-08-01,Northeast
632715,2020-05-28,Mission
92629,2020-06-12,77th Street
944967,2020-07-31,Foothill
99927,2020-04-05,West LA
635702,2020-05-25,Wilshire
573908,2020-01-10,Hollywood
768101,2020-02-05,Mission
561078,2020-12-22,Mission
121985,2020-11-20,Southeast
211655,2020-05-27,Central
861924,2020-11-30,N Hollywood
345059,2020-08-29,Southeast
354039,2020-01-22,Harbor
570458,2020-05-29,Pacific
466213,2020-07-30,Southwest
474111,2020-07-05,Hollenbeck
530537,2020-08-19,Southeast
694920,2020-04-29,Southeast
593649,2020-04-14,N Hollywood
536604,2020-04-07,Rampart
490636,2020-04-28,Foothill
194485,2020-12-16,77th Street
287529,2020-05-29,N Hollywood
896056,2020-11-18,Hollenbeck
607241,2020-08-02,Van Nuys
585305,2020-07-30,Harbor
501668,2020-09-30,Olympic
814508,2020-02-06,Pacific
259175,2020-01-12,West Valley
418057,2020-10-22,Olympic
752047,2020-04-30,Devonshire
285333,2020-09-13,Mission
875387,2020-12-03,Newton
146754,2020-10-05,Wilshire
365724,2020-05-12,Southwest
927709,2020-08-25,Foothill
488881,2020-12-07,Hollenbeck
205552,2020-02-10,77th Street
188476,2020-04-06,Central
844143,2020-08-06,Southeast
167379,2020-04-16,Rampart
527904,2020-12-20,N Hollywood
205246,2020-05-04,West Valley
617935,2020-02-11,Hollywood
410124,2020-09-09,Southeast
305181,2020-01-27,Harbor
36107,2020-07-08,Hollenbeck
676862,2020-11-15,Devonshire
271116,2020-06-30,Southwest
969827,2020-04-28,West LA
467858,2020-12-24,Rampart
107865,2020-05-25,Van Nuys
956879,2020-10-11,Southwest
212819,2020-01-23,Olympic
406207,2020-04-20,Hollywood
806324,2020-10-01,Southwest
199032,2020-03-12,Mission
129099,2020-09-09,Foothill
316334,2020-04-10,Northeast
64602,2020-07-26,Foothill
330791,2020-09-23,Pacific
177127,2020-10-04,Rampart
456576,2020-06-29,Hollywood
177284,2020-02-20,Southeast
346989,2020-05-05,Devonshire
117088,2020-04-04,Hollywood
844629,2020-06-24,77th Street
217602,2020-12-23,Newton
84555,2020-05-12,Hollywood
407557,2020-03-23,Southeast
376149,2020-11-05,West LA
610691,2020-02-19,Southeast
901171,2020-07-18,Topanga
259979,2020-05-23,Olympic
73180,2020-04-24,Hollywood
684189,2020-01-20,Topanga
732231,2020-01-09,Pacific
271641,2020-03-25,Mission
730304,2020-08-16,Devonshire
791228,2020-10-02,Central
384598,2020-04-21,Rampart
597165,2020-02-05,Olympic
462688,2020-02-10,Foothill
774612,2020-07-07,West LA
548464,2020-07-23,Mission
978940,2020-03-16,Harbor
524964,2020-10-09,Hollenbeck
26245,2020-02-16,Hollywood
1599,2020-12-26,Northeast
155916,2020-08-27,Southeast
729041,2020-10-04,Northeast
793857,2020-01-30,Southwest
771722,2020-08-20,Rampart
68482,2020-04-03,Hollenbeck
915972,2020-11-22,Hollywood
137617,2020-01-31,Devonshire
261933,2020-07-13,West Valley
159633,2020-02-04,Central
489724,2020-07-09,77th Street
607013,2020-05-02,Olympic
416328,2020-08-03,Pacific
315852,2020-12-27,Hollenbeck
768568,2020-09-18,Wilshire
84242,2020-07-23,Pacific
469370,2020-02-03,Southwest
295090,2020-07-10,77th Street
469201,2020-12-04,Pacific
712748,2020-03-31,Topanga
549608,2020-12-21,Rampart
474491,2020-08-07,Pacific
276748,2020-12-11,Rampart
923883,2020-12-07,Olympic
103365,2020-04-02,Central
950269,2020-04-20,Rampart
466549,2020-09-21,Hollywood
635545,2020-08-21,Newton
523900,2020-03-02,Harbor
198371,2020-12-09,77th Street
56347,2020-05-18,Olympic
353962,2020-12-11,West Valley
887185,2020-07-31,N Hollywood
741009,2020-11-08,Mission
930621,2020-01-08,Harbor
35014,2020-07-01,77th Street
618608,2020-04-26,Olympic
271662,2020-05-05,Newton
33405,2020-09-10,Pacific
623810,2020-10-11,Pacific
417664,2020-11-13,Newton
250987,2020-03-07,Pacific
15664,2020-04-07,Van Nuys
322426,2020-07-29,Newton
997053,2020-10-01,N Hollywood
909051,2020-05-12,Rampart
192446,2020-12-15,Newton
615431,2020-09-08,N Hollywood
733234,2020-02-05,Northeast
28373,2020-12-08,Southeast
360379,2020-04-25,Central
31029,2020-02-08,77th Street
516548,2020-07-18,Newton
501197,2020-06-03,Olympic
63919,2020-02-16,Rampart
829299,2020-12-21,Southeast
434181,2020-10-31,Topanga
946696,2020-08-28,Central
345041,2020-10-31,77th Street
446439,2020-03-08,Harbor
300588,2020-05-27,Devonshire
952415,2020-09-12,77th Street
757082,2020-12-12,Newton
922925,2020-04-09,Harbor
176506,2020-12-13,Van Nuys
725314,2020-08-21,Mission
52389,2020-10-16,Newton
753440,2020-05-19,Central
65003,2020-01-17,77th Street
357881,2020-04-26,N Hollywood
370277,2020-03-21,Wilshire
525009,2020-08-14,Wilshire
673075,2020-03-13,Hollywood
278132,2020-01-16,Pacific
615680,2020-03-04,Hollenbeck
887774,2020-01-26,Hollywood
153041,2020-01-27,Topanga
683614,2020-05-24,Olympic
250500,2020-06-08,Van Nuys
565634,2020-03-17,Van Nuys
350619,2020-11-07,Topanga
872452,2020-05-06,Central
587143,2020-08-15,Rampart
164719,2020-12-19,Van Nuys
596229,2020-10-17,Foothill
600073,2020-08-29,Van Nuys
31588,2020-01-17,Van Nuys
29151,2020-01-09,Southwest
514869,2020-04-30,Hollenbeck
861671,2020-06-29,Central
263539,2020-05-07,Olympic
741477,2020-09-06,Northeast
966608,2020-06-17,West LA
17885,2020-03-20,Harbor
461222,2020-04-06,Van Nuys
320515,2020-07-21,Central
246695,2020-06-25,Olympic
845600,2020-04-23,Central
612454,2020-11-08,Newton
633497,2020-01-22,Van Nuys
901298,2020-04-25,Central
753627,2020-05-19,Rampart
363892,2020-04-06,Rampart
269176,2020-12-07,Pacific
595393,2020-10-14,Central
870607,2020-01-23,Hollenbeck
688322,2020-07-03,Van Nuys
710850,2020-09-16,Hollywood
842612,2020-12-16,N Hollywood
700169,2020-08-19,Van Nuys
629433,2020-07-19,Wilshire
362250,2020-06-30,West LA
561505,2020-03-14,Devonshire
894054,2020-12-03,N Hollywood
143590,2020-02-19,Hollywood
67056,2020-07-20,Northeast
876170,2020-06-07,Topanga
171363,2020-12-27,Olympic
75646,2020-07-08,Newton
532743,2020-05-04,Hollywood
162685,2020-05-11,West LA
838417,2020-04-16,Wilshire
973455,2020-02-03,N Hollywood
578946,2020-10-15,Wilshire
208054,2020-04-19,Newton
642510,2020-10-30,Pacific
234612,2020-06-30,Olympic
291794,2020-07-29,Wilshire
832725,2020-02-19,Hollenbeck
822210,2020-07-02,Newton
408884,2020-08-31,Newton
400786,2020-01-13,Southeast
673186,2020-12-05,Central
405554,2020-06-08,Pacific
279177,2020-10-11,N Hollywood
169696,2020-04-16,Southeast
551986,2020-07-06,Hollenbeck
260100,2020-08-11,West LA
603715,2020-04-02,Southwest
413825,2020-04-21,Rampart
825104,2020-05-03,Olympic
276364,2020-02-23,Topanga
41503,2020-09-14,Topanga
617212,2020-01-13,77th Street
360637,2020-06-27,Foothill
387926,2020-10-22,Mission
888124,2020-01-13,Harbor
938911,2020-09-30,Harbor
470320,2020-04-27,Pacific
753382,2020-08-09,Pacific
223923,2020-10-11,Wilshire
140081,2020-02-20,Southeast
288935,2020-01-01,Olympic
992186,2020-12-13,West Valley
836782,2020-05-02,Newton
898756,2020-07-14,Wilshire
688037,2020-05-31,Olympic
806055,2020-01-18,Newton
983735,2020-08-18,Mission
743809,2020-07-23,Hollywood
287163,2020-10-31,Wilshire
755368,2020-01-28,Rampart
929748,2020-08-25,Hollenbeck
909493,2020-04-05,Foothill
373029,2020-07-02,Northeast
389618,2020-01-24,Foothill
550858,2020-07-04,West Valley
46088,2020-02-15,Hollenbeck
738210,2020-03-17,Harbor
327685,2020-08-27,Devonshire
503604,2020-02-04,Devonshire
291285,2020-04-15,Wilshire
847835,2020-04-13,Topanga
944048,2020-09-12,Foothill
224176,2020-09-09,Central
893218,2020-01-10,Hollenbeck
686563,2020-06-18,Wilshire
598660,2020-09-24,Northeast
691739,2020-04-29,Olympic
159557,2020-04-20,Pacific
437130,2020-07-09,Topanga
417751,2020-01-30,Van Nuys
596343,2020-12-05,Northeast
609683,2020-12-08,Foothill
940330,2020-09-19,Rampart
611726,2020-03-18,Hollenbeck
388802,2020-09-05,Northeast
353643,2020-04-10,Central
298890,2020-07-27,Foothill
977108,2020-12-05,Southeast
648207,2020-07-27,Southeast
76439,2020-08-24,Harbor
448948,2020-01-07,Southwest
333035,2020-05-07,N Hollywood
440669,2020-11-09,Harbor
603649,2020-08-18,Rampart
784719,2020-04-16,Southeast
384800,2020-01-20,Pacific
326315,2020-04-27,Foothill
721976,2020-03-30,Hollenbeck
956073,2020-05-16,Olympic
987169,2020-09-18,Olympic
609471,2020-12-17,Central
639615,2020-11-19,Van Nuys
729567,2020-06-09,N Hollywood
461562,2020-07-06,Topanga
467826,2020-04-11,Olympic
765847,2020-01-04,Harbor
384990,2020-05-16,Harbor
880132,2020-07-13,Harbor
584818,2020-05-23,Southwest
257027,2020-06-11,Van Nuys
939437,2020-03-15,Pacific
439912,2020-02-09,Northeast
883374,2020-09-29,Pacific
923571,2020-09-17,Harbor
56881,2020-12-24,Pacific
566469,2020-08-04,Newton
180227,2020-02-19,Rampart
344490,2020-12-13,N Hollywood
285045,2020-02-25,Rampart
940452,2020-05-18,Mission
251605,2020-02-07,Central
492943,2020-07-25,Northeast
776998,2020-06-14,Rampart
813336,2020-04-18,Central
645592,2020-12-13,Harbor
332278,2020-07-26,Foothill
440513,2020-08-19,Southeast
453260,2020-10-04,Newton
78217,2020-04-04,Harbor
909885,2020-09-12,Van Nuys
561878,2020-06-13,Rampart
952789,2020-10-16,Mission
344925,2020-04-16,77th Street
150302,2020-03-12,Mission
460806,2020-09-09,Foothill
800836,2020-06-26,Rampart
378932,2020-08-05,77th Street
649516,2020-11-09,Southwest
499622,2020-04-25,Rampart
256897,2020-05-27,Foothill
161959,2020-05-08,77th Street
759434,2020-05-30,Southeast
673176,2020-12-08,Rampart
403510,2020-07-12,Van Nuys
441572,2020-09-05,Harbor
894581,2020-11-16,West Valley
335788,2020-09-09,Northeast
458034,2020-04-22,Foothill
883250,2020-03-30,West Valley
149816,2020-10-15,Newton
237973,2020-09-28,Rampart
758078,2020-08-20,Newton
136654,2020-12-11,Mission
735342,2020-03-16,Southeast
569914,2020-08-23,Newton
619715,2020-01-17,Pacific
47605,2020-10-12,Northeast
385516,2020-03-21,Pacific
582615,2020-10-16,Pacific
555928,2020-07-19,77th Street
526179,2020-02-15,Hollenbeck
322756,2020-01-18,Rampart
931521,2020-12-22,Newton
860522,2020-09-26,Rampart
24379,2020-11-20,Newton
826160,2020-01-17,Hollywood
948793,2020-10-25,Hollenbeck
133608,2020-08-03,Rampart
16594,2020-02-05,Hollenbeck
868589,2020-10-03,77th Street
913685,2020-03-30,Wilshire
587424,2020-08-19,Rampart
729970,2020-03-17,West Valley
455310,2020-03-19,Rampart
546303,2020-03-15,Southwest
81824,2020-12-23,West LA
401681,2020-05-27,Rampart
825288,2020-05-30,Wilshire
780180,2020-06-10,Central
152540,2020-03-17,Topanga
669182,2020-02-04,Topanga
43857,2020-01-18,Hollenbeck
828493,2020-02-25,Olympic
995300,2020-12-24,Northeast
312201,2020-11-12,West LA
708612,2020-01-04,Olympic
873479,2020-03-21,Southwest
63158,2020-06-11,Southwest
815162,2020-01-22,Mission
347650,2020-08-04,Northeast
347350,2020-02-13,Wilshire
182629,2020-03-13,77th Street
916862,2020-04-26,West Valley
18633,2020-11-19,Olympic
426748,2020-09-03,Rampart
681656,2020-01-15,Southeast
837732,2020-11-27,Northeast
512792,2020-09-03,Hollenbeck
253457,2020-07-04,Pacific
124917,2020-06-10,Pacific
93988,2020-11-09,West Valley
191258,2020-04-21,Newton
497624,2020-05-29,Pacific
258948,2020-11-26,Hollenbeck
377686,2020-04-29,Topanga
72392,2020-05-23,Topanga
676012,2020-04-30,Van Nuys
732361,2020-10-11,Mission
234104,2020-10-19,Southeast
590212,2020-11-21,Pacific
37974,2020-08-19,Southeast
741212,2020-01-05,77th Street
50110,2020-11-22,Topanga
695934,2020-11-28,Harbor
604478,2020-10-12,Pacific
532427,2020-07-29,Foothill
703118,2020-03-07,Hollenbeck
971364,2020-04-19,Olympic
869841,2020-03-07,Olympic
682451,2020-11-30,Hollenbeck
557140,2020-04-10,Hollywood
464618,2020-07-10,N Hollywood
525114,2020-06-09,Mission
841033,2020-11-10,Wilshire
331817,2020-02-26,Wilshire
177181,2020-04-21,Hollenbeck
488251,2020-04-25,N Hollywood
559444,2020-06-01,Hollenbeck
408894,2020-11-10,Central
473894,2020-07-25,N Hollywood
711596,2020-06-25,Topanga
164063,2020-01-18,Central
132456,2020-10-09,77th Street
984470,2020-08-13,Harbor
233151,2020-01-22,Rampart
929904,2020-07-25,Wilshire
999859,2020-07-27,Hollywood
668089,2020-09-14,Van Nuys
48535,2020-09-25,Southeast
736806,2020-10-17,Topanga
876966,2020-12-08,Hollywood
912207,2020-09-26,Wilshire
849762,2020-01-24,Wilshire
450679,2020-03-02,77th Street
442664,2020-07-29,Devonshire
225514,2020-01-13,Rampart
849480,2020-04-23,Wilshire
48674,2020-05-20,Pacific
980276,2020-03-10,Newton
380851,2020-07-29,Olympic
800595,2020-04-06,Olympic
66414,2020-10-29,Van Nuys
616252,2020-09-23,Pacific
866859,2020-08-07,Foothill
842170,2020-12-11,77th Street
249158,2020-12-23,Olympic
711684,2020-12-19,Central
363785,2020-09-12,Pacific
623381,2020-11-12,Foothill
938973,2020-11-18,Harbor
835006,2020-08-24,Topanga
997649,2020-02-18,West LA
331676,2020-03-06,Van Nuys
588412,2020-05-29,77th Street
876166,2020-12-21,Foothill
52027,2020-07-15,Hollenbeck
645405,2020-01-25,Wilshire
648884,2020-03-13,Southeast
43576,2020-11-27,Southwest
444886,2020-08-14,Southeast
158980,2020-11-12,Newton
810122,2020-10-16,Hollenbeck
504725,2020-02-04,Hollywood
341304,2020-07-13,Rampart
747902,2020-08-31,Harbor
369542,2020-06-30,Pacific
39494,2020-01-30,Central
733282,2020-10-27,Southwest
82988,2020-10-17,Pacific
944354,2020-07-17,Southeast
982763,2020-12-21,Olympic
853438,2020-05-11,Hollenbeck
607837,2020-11-01,Olympic
780413,2020-08-04,Central
397662,2020-02-28,Van Nuys
702088,2020-11-16,N Hollywood
981564,2020-04-14,Mission
752569,2020-05-04,West Valley
501000,2020-04-16,Foothill
986868,2020-02-28,West Valley
877307,2020-10-24,Topanga
757402,2020-10-16,77th Street
316369,2020-02-26,Hollenbeck
871749,2020-03-30,Devonshire
613578,2020-04-13,Central
542448,2020-07-22,Northeast
638258,2020-12-09,Pacific
60974,2020-03-23,Southeast
654452,2020-08-31,Foothill
118542,2020-08-10,Central
397754,2020-09-03,Central
294898,2020-12-24,Foothill
293353,2020-04-25,Wilshire
281860,2020-06-15,Hollywood
811157,2020-07-10,Newton
140166,2020-07-17,Olympic
585754,2020-04-18,Pacific
612067,2020-12-03,Central
860590,2020-08-11,Central
146967,2020-06-21,Pacific
558067,2020-03-17,Olympic
25834,2020-05-12,Rampart
792436,2020-04-06,Wilshire
691093,2020-10-18,Southeast
814019,2020-12-29,Olympic
515378,2020-03-30,Topanga
919315,2020-06-20,Southeast
143757,2020-11-27,Hollenbeck
423385,2020-07-26,Pacific
452826,2020-04-10,Rampart
238037,2020-02-05,Rampart
821411,2020-11-20,N Hollywood
886192,2020-10-09,Foothill
894443,2020-05-31,Wilshire
621500,2020-07-18,Harbor
365192,2020-05-29,77th Street
610152,2020-01-19,Southeast
449440,2020-01-01,Olympic
651671,2020-10-12,West Valley
34392,2020-10-27,Southeast
933052,2020-07-16,Hollywood
173487,2020-07-08,Van Nuys
763011,2020-09-04,N Hollywood
948477,2020-05-04,Southwest
80927,2020-04-08,West LA
434569,2020-02-10,Harbor
528037,2020-02-24,Topanga
766791,2020-01-18,Olympic
474160,2020-02-19,77th Street
971074,2020-12-19,Hollenbeck
5298,2020-04-19,Hollywood
955355,2020-11-30,Harbor
985758,2020-05-27,Central
450114,2020-12-04,Newton
260939,2020-10-11,Southeast
950873,2020-01-08,Rampart
172136,2020-09-05,Southwest
571287,2020-03-26,Olympic
244754,2020-07-11,Northeast
158246,2020-03-14,Pacific
202188,2020-08-02,Wilshire
954489,2020-02-05,Hollenbeck
342136,2020-08-09,Newton
593457,2020-01-16,Central
378159,2020-08-26,Olympic
68430,2020-04-11,Southwest
316101,2020-12-26,Southwest
818320,2020-09-16,Central
359767,2020-09-19,Olympic
367010,2020-09-13,Newton
28836,2020-08-20,Devonshire
833106,2020-03-15,Hollenbeck
929069,2020-03-09,Hollywood
91656,2020-05-10,Southwest
57795,2020-04-19,Hollywood
687682,2020-05-10,Southwest
677994,2020-01-15,Olympic
659935,2020-07-24,Rampart
486503,2020-10-11,Van Nuys
980651,2020-06-29,Rampart
612144,2020-06-26,Southwest
28348,2020-05-26,Mission
267134,2020-07-30,Rampart
165136,2020-12-11,Wilshire
348522,2020-07-08,Hollenbeck
11946,2020-11-06,Hollenbeck
672597,2020-03-09,Hollenbeck
819134,2020-08-01,Hollenbeck
44258,2020-12-29,Central
159230,2020-07-21,Rampart
926306,2020-03-30,Olympic
814959,2020-05-27,Wilshire
10811,2020-03-05,Southeast
199279,2020-01-17,N Hollywood
482576,2020-09-12,Pacific
588101,2020-10-06,Wilshire
452324,2020-09-26,Foothill
158955,2020-05-18,Van Nuys
