customer_id,event_date,payment_value,rating
983735,2020-11-23,239,4.4
727307,2020-06-04,272,1.8
494999,2020-10-12,264,1.8
307291,2020-09-17,312,2.2
920976,2020-10-05,333,3.8
515061,2020-07-26,293,1.0
601468,2020-05-16,240,1.3
195575,2020-12-25,216,2.8
481599,2020-11-03,275,1.7
527904,2020-12-23,299,1.0
14614,2020-07-15,256,2.7
419336,2020-05-21,330,1.6
852964,2020-12-15,390,1.0
648754,2020-08-06,282,1.8
891680,2020-11-11,160,3.9
894054,2020-12-08,318,1.0
74924,2020-05-30,402,2.6
442467,2020-04-05,321,1.4
36623,2020-10-11,305,1.0
587467,2020-11-10,339,1.6
182591,2020-11-17,306,3.2
233850,2020-07-31,314,2.3
583047,2020-12-26,313,1.3
153041,2020-02-12,341,3.5
143027,2020-12-17,337,2.9
303574,2020-05-15,256,1.1
192833,2020-08-30,227,3.2
547197,2020-12-05,287,3.4
995353,2020-10-19,260,1.6
97381,2020-12-19,304,2.9
475342,2020-04-04,303,2.2
494999,2020-11-07,300,2.2
261438,2020-11-29,244,2.1
828725,2020-10-03,290,1.9
110358,2020-11-19,324,1.3
754800,2020-08-14,295,1.7
676813,2020-09-18,320,2.8
208132,2020-10-24,252,2.6
495092,2020-11-25,403,1.0
387926,2020-12-25,258,1.1
238357,2020-12-18,286,3.6
797382,2020-09-16,300,1.3
738189,2020-09-17,331,1.4
354290,2020-05-29,356,2.3
533895,2020-11-22,369,1.3
104065,2020-12-06,451,2.8
162699,2020-07-03,332,1.9
162019,2020-10-29,263,1.1
312201,2020-11-27,293,1.2
286346,2020-12-23,314,1.2
494999,2020-09-27,331,3.0
620232,2020-01-30,264,3.2
969827,2020-06-15,288,3.2
321838,2020-11-19,321,3.1
700169,2020-12-13,250,1.9
249429,2020-09-14,372,1.4
623381,2020-11-16,198,1.0
588538,2020-04-10,174,1.0
366639,2020-12-15,279,3.3
250500,2020-06-26,277,2.3
246415,2020-09-18,294,2.0
847981,2020-11-26,291,1.8
382062,2020-12-27,323,1.0
430325,2020-09-16,350,2.9
213333,2020-12-13,290,2.8
908623,2020-11-29,264,1.5
173923,2020-09-05,307,1.8
119107,2020-11-03,277,1.3
380462,2020-11-23,272,2.9
136654,2020-12-13,202,2.4
119605,2020-10-25,288,2.7
205246,2020-06-11,325,1.0
397662,2020-08-07,329,2.3
888021,2020-07-18,301,1.5
240397,2020-11-04,342,1.6
139220,2020-12-16,391,2.6
256897,2020-10-23,406,1.2
369031,2020-10-07,212,2.7
171553,2020-12-23,342,2.0
262867,2020-11-28,223,1.6
637202,2020-08-28,330,1.8
70387,2020-06-01,294,1.8
702088,2020-12-04,253,1.5
245199,2020-11-14,228,3.8
552663,2020-12-26,276,2.5
997053,2020-11-21,248,2.8
894581,2020-12-30,206,2.9
314687,2020-06-26,298,4.1
162331,2020-12-25,234,2.1
609518,2020-06-06,318,3.2
437130,2020-11-15,278,2.1
10885,2020-07-16,192,1.2
203209,2020-11-01,322,3.1
953632,2020-09-30,285,4.1
343289,2020-06-18,388,1.9
730766,2020-09-29,179,1.0
548464,2020-08-05,261,3.1
871501,2020-08-22,315,1.0
110804,2020-12-27,288,3.6
620207,2020-07-17,281,1.3
847835,2020-05-23,402,2.1
134577,2020-12-23,276,2.4
908450,2020-08-30,300,1.6
537318,2020-11-29,360,3.1
309741,2020-11-26,342,1.9
64602,2020-11-07,357,2.0
321543,2020-09-30,323,3.0
874519,2020-11-16,340,3.8
567280,2020-11-08,322,1.0
708595,2020-12-26,241,3.4
365086,2020-03-25,283,2.4
528037,2020-12-19,257,3.0
607241,2020-08-31,280,3.5
462411,2020-12-26,273,3.1
888107,2020-10-17,333,1.3
752047,2020-11-07,354,1.1
706136,2020-11-25,258,2.7
271492,2020-06-02,268,1.4
403510,2020-08-13,282,1.0
255289,2020-04-16,352,2.6
981564,2020-11-09,296,1.9
679541,2020-10-26,322,3.8
99745,2020-10-30,343,1.5
500447,2020-06-09,338,1.9
113699,2020-10-21,290,3.9
141165,2020-07-26,279,1.5
784493,2020-07-08,202,1.0
547557,2020-09-12,322,1.3
315575,2020-12-27,325,1.0
637274,2020-11-17,261,2.7
984864,2020-12-27,373,2.6
886321,2020-12-17,359,3.7
587467,2020-09-20,352,1.1
599946,2020-12-19,294,2.6
289508,2020-12-22,279,2.5
710259,2020-10-24,221,1.2
104888,2020-11-04,326,1.0
149873,2020-12-20,244,2.0
305874,2020-12-07,214,2.1
335788,2020-10-25,260,1.7
211797,2020-03-02,287,2.2
62448,2020-12-25,271,2.1
144969,2020-10-17,269,2.6
303733,2020-08-18,384,2.2
995669,2020-10-03,308,1.0
612393,2020-12-14,334,1.2
989586,2020-12-23,259,2.6
691884,2020-10-27,309,3.1
84286,2020-08-27,372,1.5
566640,2020-12-28,306,3.8
837910,2020-09-25,348,2.7
768101,2020-12-11,365,1.4
378031,2020-06-04,331,3.4
684450,2020-12-10,381,1.2
822281,2020-10-17,287,2.4
630240,2020-07-14,285,1.6
122525,2020-11-23,334,1.6
583768,2020-02-23,210,2.4
255289,2020-03-13,278,1.3
822172,2020-06-17,221,3.0
999210,2020-05-17,188,1.0
162699,2020-06-26,286,3.2
989586,2020-10-29,365,1.0
776991,2020-12-27,291,1.0
4604,2020-09-07,350,1.0
884242,2020-06-02,292,3.0
241592,2020-12-03,288,3.5
980021,2020-09-10,256,2.4
738189,2020-10-02,342,1.9
344490,2020-12-14,369,2.5
615646,2020-09-01,218,5.0
988810,2020-08-26,332,2.1
83,2020-03-15,230,2.1
717413,2020-08-31,277,2.6
583047,2020-12-25,318,3.9
866859,2020-09-30,307,2.5
106220,2020-11-06,318,1.9
263738,2020-12-03,290,3.1
506323,2020-10-29,339,1.4
900115,2020-12-08,244,1.9
655188,2020-12-30,358,2.0
149873,2020-11-05,387,1.2
242380,2020-12-28,307,1.0
14614,2020-12-28,270,1.7
617317,2020-12-30,325,3.7
150302,2020-11-18,301,3.5
90789,2020-11-22,333,3.0
328028,2020-09-19,276,3.4
784493,2020-10-30,246,2.5
128584,2020-12-23,252,1.5
552663,2020-12-02,226,1.5
351119,2020-06-23,317,1.9
850681,2020-12-29,232,3.5
719913,2020-10-29,316,3.0
130095,2020-11-18,339,1.3
246415,2020-05-08,202,1.1
668068,2020-10-26,361,1.0
110804,2020-12-28,340,1.4
998804,2020-12-07,319,1.0
393486,2020-10-16,358,2.0
603466,2020-05-08,344,2.2
450800,2020-12-16,339,1.9
376080,2020-12-20,337,1.0
854964,2020-09-27,245,2.7
630819,2020-12-24,298,1.8
282350,2020-08-03,291,2.5
925292,2020-05-30,270,2.5
279177,2020-11-13,254,1.6
624292,2020-10-26,349,3.1
831569,2020-12-17,245,2.8
206629,2020-06-27,248,2.7
162379,2020-11-08,205,1.0
343564,2020-12-30,274,1.8
558172,2020-12-06,371,2.9
867773,2020-10-24,378,3.2
197220,2020-06-10,285,1.7
204863,2020-11-01,353,2.0
908450,2020-07-01,292,1.0
920499,2020-10-07,294,1.0
228597,2020-10-03,277,1.0
347650,2020-08-22,334,1.5
555585,2020-09-17,283,3.3
620949,2020-08-21,247,2.3
134500,2020-11-29,205,2.1
162331,2020-07-31,320,2.9
908907,2020-08-26,255,2.3
957454,2020-12-15,315,2.0
264782,2020-03-05,307,2.5
208919,2020-12-19,319,1.0
565634,2020-09-18,240,4.5
519284,2020-09-22,395,1.0
62448,2020-12-28,322,2.6
135386,2020-12-25,337,2.1
905126,2020-04-15,253,1.8
405938,2020-11-22,275,2.1
741265,2020-12-13,286,1.9
488749,2020-07-22,350,3.2
761309,2020-10-29,240,1.5
83,2020-12-08,260,3.2
895739,2020-07-10,297,3.4
957454,2020-12-26,276,2.0
684450,2020-11-24,232,3.3
243850,2020-11-05,281,1.0
949511,2020-10-22,270,1.0
35100,2020-10-28,298,2.1
96943,2020-11-23,314,3.5
785982,2020-11-29,284,2.8
767090,2020-10-20,315,1.8
149873,2020-07-13,196,2.9
162301,2020-11-19,274,2.0
27537,2020-07-31,236,2.3
694995,2020-07-03,305,2.0
14614,2020-07-06,293,3.0
21897,2020-11-06,348,2.7
403510,2020-09-09,466,1.4
343564,2020-11-21,281,1.0
57030,2020-10-20,321,1.3
913441,2020-10-21,165,1.0
481332,2020-08-29,303,3.0
765487,2020-05-15,222,1.4
949843,2020-12-28,293,1.3
156102,2020-10-18,326,2.0
979317,2020-08-15,316,1.3
500447,2020-07-24,376,2.0
820131,2020-11-27,364,1.6
908907,2020-09-26,329,1.3
798485,2020-12-29,252,1.3
272024,2020-08-08,297,1.8
308529,2020-06-26,376,1.0
515378,2020-10-02,245,3.7
380961,2020-08-09,330,1.0
607641,2020-12-15,324,2.2
158955,2020-09-16,192,1.6
99927,2020-04-25,299,2.7
499855,2020-12-10,347,2.1
511543,2020-07-11,351,1.9
423914,2020-09-08,257,1.1
67056,2020-09-21,327,1.0
273917,2020-11-23,333,1.0
606249,2020-12-22,282,2.5
782309,2020-12-30,360,1.0
901713,2020-06-04,259,2.0
943614,2020-03-31,270,2.9
873447,2020-08-07,195,2.4
920499,2020-12-26,321,2.0
272024,2020-08-06,355,1.0
933170,2020-09-19,355,1.3
692753,2020-05-19,336,1.7
822281,2020-11-26,340,2.8
241684,2020-12-22,226,1.8
61165,2020-11-05,295,1.8
492767,2020-10-14,262,3.9
416059,2020-12-18,310,3.6
274932,2020-09-22,271,1.0
794339,2020-10-18,306,1.4
69310,2020-12-30,419,2.2
813754,2020-01-23,357,1.8
442467,2020-08-14,283,2.0
756023,2020-12-30,317,2.8
684189,2020-05-19,293,1.3
64719,2020-06-18,246,1.9
837221,2020-11-30,328,2.5
764355,2020-10-28,299,1.4
803333,2020-12-30,307,2.6
305874,2020-04-06,298,2.1
224333,2020-09-21,292,2.9
7039,2020-11-16,278,2.2
542448,2020-10-06,319,2.7
560228,2020-09-26,374,2.7
240397,2020-11-05,329,1.0
491878,2020-12-19,330,4.3
957454,2020-12-18,258,1.0
208132,2020-04-19,289,3.0
640185,2020-12-26,326,1.5
62008,2020-12-05,298,3.0
763011,2020-11-03,333,4.4
679541,2020-12-10,350,2.4
724297,2020-03-19,330,1.7
846969,2020-08-01,251,2.2
676012,2020-09-15,324,1.0
912574,2020-12-30,273,1.6
483769,2020-11-13,313,1.7
44147,2020-07-16,322,2.1
766043,2020-12-22,353,1.0
750645,2020-10-13,382,3.4
314329,2020-04-17,302,2.7
460806,2020-12-13,330,1.3
927242,2020-12-15,308,2.8
951289,2020-10-07,315,3.1
934760,2020-11-23,304,2.1
168417,2020-11-19,261,1.6
668068,2020-09-25,277,3.7
738990,2020-07-27,312,1.0
97966,2020-06-16,319,1.8
652240,2020-11-26,147,2.5
382062,2020-11-20,222,2.6
629086,2020-10-18,251,1.0
938877,2020-11-03,324,1.0
321838,2020-02-12,277,2.2
168409,2020-05-10,330,2.7
728670,2020-12-28,298,1.2
895739,2020-08-05,396,1.4
393385,2020-11-26,390,1.5
332824,2020-06-15,358,3.1
286212,2020-07-26,247,2.4
528616,2020-09-23,337,2.7
432662,2020-12-17,290,2.3
743,2020-08-14,280,1.0
106975,2020-12-17,349,1.4
646892,2020-08-15,368,2.6
532427,2020-11-05,255,1.8
861780,2020-08-28,285,1.1
755988,2020-07-24,325,1.5
346020,2020-12-27,381,2.9
956824,2020-11-30,255,2.0
573607,2020-03-03,288,1.0
960074,2020-08-14,346,2.9
168417,2020-11-09,346,1.5
779798,2020-12-13,353,1.8
655222,2020-12-17,346,3.8
540539,2020-11-08,307,1.0
267270,2020-08-16,284,2.6
720547,2020-10-16,360,1.0
821832,2020-12-23,290,2.2
431826,2020-10-17,321,2.9
261883,2020-11-05,252,1.6
837362,2020-06-22,350,2.4
447569,2020-12-22,322,3.1
645622,2020-11-04,305,2.5
668587,2020-12-03,284,1.0
73991,2020-09-08,235,2.1
773036,2020-12-02,290,1.3
292921,2020-07-21,315,1.1
691185,2020-11-13,305,2.0
141165,2020-10-31,258,1.0
442467,2020-08-03,372,2.3
205406,2020-12-01,166,1.6
222846,2020-09-02,319,1.8
249429,2020-09-08,329,1.0
74506,2020-11-16,308,1.9
203209,2020-11-18,290,1.8
473894,2020-11-03,309,2.9
300588,2020-10-12,273,1.6
512587,2020-11-22,308,1.9
911057,2020-10-21,319,2.7
666237,2020-12-24,364,1.9
789940,2020-09-11,186,1.9
141211,2020-11-18,317,1.8
542267,2020-08-17,292,1.0
751093,2020-08-27,325,1.7
817495,2020-07-01,224,1.1
782309,2020-12-29,256,2.6
854964,2020-11-05,328,3.5
498761,2020-10-11,332,1.0
640185,2020-11-27,229,3.1
330350,2020-10-29,378,1.8
238357,2020-12-26,327,1.0
182160,2020-11-04,202,1.0
168417,2020-07-16,282,1.5
52799,2020-06-09,288,1.5
954619,2020-04-23,333,3.4
725318,2020-12-07,301,4.0
431553,2020-12-14,268,1.5
491859,2020-12-21,319,1.6
703766,2020-12-17,358,1.4
120235,2020-12-10,366,2.2
909493,2020-06-03,428,1.5
8640,2020-07-28,289,2.1
167091,2020-12-29,190,2.6
492767,2020-02-18,324,2.1
435236,2020-05-28,222,1.0
343564,2020-11-09,329,3.2
271641,2020-03-27,379,1.1
847569,2020-11-25,248,1.7
27091,2020-07-14,201,1.4
473894,2020-10-25,342,3.6
66148,2020-10-31,313,3.6
348104,2020-07-22,320,2.2
738189,2020-08-17,291,2.2
646892,2020-07-15,287,1.9
624369,2020-09-23,266,2.3
501000,2020-05-09,300,1.0
979694,2020-08-30,287,1.1
655781,2020-12-10,197,2.5
883823,2020-09-16,377,4.4
962434,2020-03-25,378,1.1
434181,2020-12-11,358,3.1
810430,2020-12-19,200,2.9
875061,2020-09-09,331,2.2
881526,2020-12-09,314,2.1
272024,2020-10-12,381,1.6
646892,2020-07-03,290,2.0
818361,2020-12-20,313,1.0
407448,2020-12-02,369,2.2
405938,2020-12-18,328,2.2
797059,2020-11-15,290,1.6
999210,2020-07-14,304,2.2
769739,2020-06-25,357,2.3
500876,2020-12-12,293,4.0
847981,2020-11-19,236,1.0
629086,2020-12-22,317,1.8
980465,2020-09-03,211,1.7
668587,2020-05-31,264,3.1
248074,2020-11-08,268,3.1
999210,2020-12-12,322,1.8
259553,2020-07-20,301,2.4
886276,2020-12-14,184,2.3
886321,2020-12-20,281,3.8
949511,2020-11-14,265,3.1
899115,2020-09-04,174,2.8
96051,2020-12-30,313,1.8
941506,2020-10-12,293,1.7
420632,2020-08-29,321,1.9
874658,2020-10-04,210,1.8
694563,2020-12-06,411,2.0
317375,2020-08-25,314,1.6
995422,2020-12-07,308,2.2
242380,2020-12-24,286,2.9
927709,2020-10-19,253,1.9
243791,2020-12-15,325,1.7
277582,2020-12-24,238,2.6
24102,2020-08-19,250,1.6
530695,2020-11-24,258,1.9
475533,2020-12-29,278,1.5
4604,2020-10-04,334,3.8
834326,2020-12-19,282,2.5
90397,2020-09-13,282,2.1
315575,2020-12-29,356,2.1
852964,2020-12-08,259,1.3
483769,2020-12-27,269,2.0
815909,2020-12-08,342,1.0
841930,2020-12-25,248,1.1
365086,2020-09-21,212,3.3
860688,2020-11-22,298,3.9
447013,2020-12-25,228,3.3
894284,2020-08-27,264,1.6
825262,2020-08-23,250,1.1
957993,2020-07-14,233,2.2
691884,2020-09-03,234,1.8
419471,2020-10-29,299,2.7
931295,2020-06-09,305,2.3
881526,2020-08-03,325,2.0
216073,2020-11-10,318,1.0
241684,2020-11-26,261,3.9
250070,2020-12-05,299,1.3
992186,2020-12-24,368,1.8
819007,2020-07-10,267,1.0
563292,2020-09-24,338,1.0
642652,2020-08-15,273,2.6
818475,2020-06-04,309,1.9
69684,2020-09-12,289,3.1
512915,2020-10-23,411,1.5
873654,2020-12-16,328,3.9
535623,2020-05-26,353,1.3
430136,2020-09-10,278,1.4
785982,2020-12-06,254,1.4
79098,2020-12-01,313,1.4
490044,2020-12-11,343,2.1
353499,2020-12-26,280,2.9
73991,2020-09-06,315,2.3
789940,2020-07-05,352,2.6
28348,2020-10-26,294,2.9
208984,2020-09-15,315,4.9
908907,2020-06-08,354,3.2
486503,2020-10-13,364,2.1
781913,2020-07-22,365,2.0
761490,2020-09-26,258,1.4
473819,2020-12-29,326,1.0
408746,2020-12-09,310,1.3
380687,2020-11-12,335,1.3
390077,2020-12-21,393,2.8
832001,2020-02-09,236,3.8
686292,2020-06-12,288,1.3
980029,2020-09-16,248,2.6
159115,2020-09-08,375,1.4
934760,2020-12-27,250,1.0
518254,2020-11-11,374,3.7
332824,2020-07-19,282,2.5
366639,2020-11-16,299,1.9
680772,2020-11-23,348,2.4
887767,2020-11-16,316,1.7
944048,2020-11-25,340,1.7
623972,2020-02-08,302,2.2
913721,2020-12-03,239,1.7
222846,2020-08-28,284,2.1
472995,2020-08-27,244,1.0
532427,2020-07-29,381,3.2
135680,2020-10-01,344,3.8
192334,2020-08-11,320,1.9
755988,2020-07-12,324,1.0
771073,2020-12-11,245,2.8
883250,2020-12-29,301,1.0
532312,2020-10-22,332,3.0
294807,2020-12-16,333,2.0
837362,2020-10-08,258,2.1
676012,2020-10-31,321,1.6
954619,2020-09-02,330,2.3
61165,2020-12-27,316,1.0
873654,2020-10-28,354,3.7
8856,2020-11-26,279,1.0
706167,2020-12-21,331,1.5
738990,2020-04-28,251,3.2
46466,2020-09-05,230,2.7
924535,2020-08-16,237,3.5
762171,2020-12-14,325,1.7
300164,2020-04-04,307,2.6
343289,2020-08-25,341,2.8
84286,2020-07-18,327,1.5
657521,2020-10-08,333,1.0
222846,2020-08-30,350,2.9
294898,2020-12-28,369,1.4
960074,2020-07-25,309,2.9
269544,2020-08-29,315,1.6
134628,2020-11-28,315,2.1
727307,2020-06-21,349,1.4
74961,2020-12-21,316,2.3
894581,2020-12-10,337,1.9
260849,2020-11-23,306,1.9
733234,2020-05-01,301,2.0
716293,2020-12-21,283,4.8
509360,2020-09-04,257,1.0
99745,2020-09-23,260,1.3
607641,2020-12-17,300,3.4
558172,2020-10-15,384,2.2
588538,2020-04-29,175,2.4
831569,2020-10-29,234,1.5
745592,2020-12-05,242,2.4
951480,2020-10-26,268,2.8
572850,2020-06-23,323,1.8
951289,2020-12-16,304,2.9
979004,2020-11-06,281,2.9
433631,2020-08-07,299,2.3
108709,2020-11-25,339,3.3
137617,2020-10-25,326,2.1
572482,2020-12-17,336,1.0
390645,2020-05-24,381,1.0
916862,2020-05-18,345,1.4
625218,2020-04-11,325,1.9
874569,2020-11-20,315,1.2
934760,2020-12-18,191,2.4
74506,2020-12-05,269,1.4
930216,2020-12-27,263,4.0
768101,2020-12-19,270,2.3
462688,2020-07-18,241,3.5
497700,2020-09-07,272,1.0
24638,2020-07-21,435,1.0
626481,2020-03-11,365,2.7
152540,2020-03-26,332,1.8
250070,2020-11-06,309,3.2
981564,2020-10-19,284,2.3
343289,2020-06-01,346,2.1
471262,2020-05-29,278,3.5
999210,2020-12-02,317,1.9
597557,2020-10-29,261,1.0
973604,2020-12-11,344,2.9
982193,2020-12-22,191,1.4
431553,2020-12-16,348,4.4
251713,2020-12-04,407,2.9
768101,2020-04-04,368,1.5
468020,2020-09-02,338,1.0
272031,2020-11-01,271,2.3
815779,2020-05-17,408,2.7
786818,2020-11-30,313,1.8
658511,2020-12-30,233,2.6
392272,2020-12-22,282,2.2
964140,2020-07-26,255,2.1
186608,2020-11-15,223,2.5
764355,2020-12-04,365,2.9
261933,2020-10-05,405,2.3
761667,2020-12-27,325,2.5
612393,2020-12-25,256,4.2
901713,2020-04-17,349,1.8
84286,2020-06-29,254,2.6
426760,2020-03-09,342,2.1
944048,2020-10-11,309,1.8
256512,2020-08-02,299,3.3
676813,2020-10-20,370,1.0
548464,2020-11-23,306,1.0
847702,2020-12-30,233,2.6
132836,2020-12-09,257,1.0
721390,2020-12-26,332,3.3
298890,2020-08-08,401,1.6
430868,2020-11-01,372,1.0
527155,2020-12-21,247,2.5
395088,2020-12-17,323,3.3
636299,2020-06-01,347,1.9
246415,2020-05-15,376,2.7
862313,2020-08-09,385,1.2
30380,2020-11-25,315,1.6
328028,2020-09-09,340,1.8
679352,2020-10-08,287,1.0
242836,2020-08-03,315,3.1
613396,2020-08-10,350,1.0
563292,2020-10-18,219,4.0
412197,2020-10-28,290,1.9
787235,2020-08-19,358,2.2
866859,2020-10-04,268,1.8
364009,2020-05-27,394,1.0
654800,2020-06-20,365,1.7
666237,2020-12-01,286,3.9
208984,2020-06-22,267,2.8
824618,2020-11-18,281,1.0
761562,2020-06-15,291,3.2
450800,2020-10-25,290,2.5
84404,2020-03-27,309,2.0
511895,2020-12-29,279,2.1
871749,2020-06-10,198,1.6
199143,2020-09-17,209,2.3
78159,2020-11-25,317,1.2
739635,2020-01-18,340,2.4
676862,2020-11-17,314,1.6
881480,2020-11-13,323,3.1
825262,2020-09-24,266,1.2
706136,2020-09-14,359,1.0
27091,2020-12-20,169,1.0
96943,2020-12-24,309,2.2
317375,2020-11-01,324,2.1
362250,2020-08-02,376,3.6
842310,2020-12-08,357,1.0
669182,2020-11-13,318,1.1
428259,2020-11-01,274,1.0
13646,2020-05-23,300,2.5
167922,2020-10-16,303,1.0
603466,2020-09-19,223,1.2
585333,2020-05-28,261,2.8
94360,2020-09-11,284,1.8
820475,2020-08-27,292,3.1
69310,2020-12-29,381,2.4
347650,2020-10-24,287,3.4
752047,2020-06-12,321,1.6
687069,2020-12-26,350,2.2
888107,2020-12-30,228,2.6
399535,2020-08-31,314,1.0
373029,2020-07-22,192,2.1
123033,2020-06-05,334,2.6
432662,2020-07-27,231,1.7
768101,2020-10-06,333,1.0
407448,2020-12-18,304,2.2
132836,2020-10-30,346,1.0
228597,2020-06-10,307,4.0
448554,2020-11-24,268,1.7
266320,2020-09-14,347,1.2
745592,2020-12-20,357,2.5
720547,2020-08-23,221,2.1
699169,2020-10-19,227,3.0
337154,2020-06-18,215,1.0
531645,2020-12-30,243,1.2
810199,2020-08-10,365,2.0
299234,2020-09-22,314,3.1
636299,2020-02-01,265,1.4
205406,2020-12-16,257,2.8
626481,2020-07-15,381,2.3
471262,2020-10-12,268,1.5
251120,2020-07-28,244,2.7
490484,2020-09-07,246,1.7
841903,2020-09-13,241,1.0
503428,2020-07-27,173,1.1
956824,2020-10-14,310,1.7
317184,2020-12-17,288,1.0
851080,2020-11-12,253,1.0
782309,2020-12-28,310,4.0
251500,2020-09-04,293,1.0
359278,2020-08-30,363,1.0
652475,2020-09-08,327,1.6
621053,2020-12-19,304,5.0
477875,2020-07-23,262,1.4
556000,2020-12-17,318,2.0
834005,2020-11-30,279,1.3
462411,2020-12-29,329,3.1
104065,2020-05-24,252,1.0
104065,2020-09-04,391,1.0
348104,2020-07-29,335,2.4
328028,2020-12-29,244,2.8
436663,2020-04-27,244,1.0
733234,2020-08-23,230,2.8
837732,2020-12-22,277,3.1
790187,2020-12-23,259,2.6
774649,2020-12-29,370,1.9
908623,2020-11-23,243,1.7
423859,2020-12-18,362,2.7
717147,2020-10-28,280,1.0
654800,2020-11-01,335,3.6
856469,2020-11-12,382,2.4
279177,2020-10-13,290,1.2
335788,2020-10-31,271,1.0
948404,2020-08-09,406,2.0
383600,2020-11-23,419,1.9
679541,2020-11-30,219,3.9
718928,2020-08-21,257,1.6
820234,2020-10-09,382,3.5
717413,2020-08-14,198,2.0
106220,2020-10-26,245,2.5
8856,2020-10-14,390,1.5
981316,2020-11-16,374,1.1
951480,2020-08-30,408,1.2
985841,2020-11-25,276,2.3
661530,2020-08-23,229,3.5
173687,2020-12-30,246,2.6
761562,2020-10-20,235,2.1
520471,2020-12-28,299,1.6
567280,2020-09-12,324,1.0
471366,2020-12-25,376,2.2
818361,2020-08-04,160,4.0
97966,2020-06-29,322,3.6
91369,2020-11-07,291,1.0
14615,2020-12-08,279,1.0
277582,2020-12-11,298,1.5
598980,2020-03-15,310,1.0
49334,2020-09-25,302,1.5
83095,2020-12-29,331,1.0
881201,2020-09-05,278,3.7
430136,2020-12-09,240,2.7
113699,2020-09-11,366,2.0
34075,2020-08-12,349,3.0
717131,2020-09-09,378,1.6
684450,2020-12-25,294,2.8
71901,2020-10-25,262,2.0
295606,2020-11-23,265,1.0
261883,2020-10-19,316,3.7
576036,2020-08-20,281,2.1
182855,2020-12-18,277,1.3
